Observation id,Observation date,Description,Media file,Total length,FPS,Location,Environment,Number of crows,Baited,Sentinel present,Code,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Moving,Vigilance,Walking,STATE,2.651,7.399,4.748,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Away from Bait,,,STATE,2.651,5.903,3.252,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Away from Bait,,,STATE,2.651,5.903,3.252,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Away from Bait,,,STATE,2.651,5.903,3.252,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Away from Bait,,,STATE,2.651,5.903,3.252,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 1,Peck at Food/Bait,Foraging,,POINT,2.651,2.651,NA,,
038 - Landcaster Park - 3 crows - No Bait,2022-09-01 07:30:00,,H:/Crow videos/NOT CODED vids/038.MOV,236.390,59.94,"43.178470, -79.239195",Major Green Space,3, no,yes,038,Individual 1,Head Down,Vigilance,,STATE,2.901,3.901,1.000,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,Individual 1,Head Up,Vigilance,,STATE,2.903,3.901,0.998,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,Individual 2,Peck at Food/Bait,Foraging,,POINT,3.151,3.151,NA,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 2,Peck at Food/Bait,Foraging,,POINT,3.161,3.161,NA,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 2,Moving,Vigilance,Flying,STATE,3.387,6.387,3.000,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Head Down,Vigilance,,STATE,3.401,4.658,1.257,,
037 - Lancaster Park - 4 crows - No Bait,2022-08-27 08:23:00,,H:/Crow videos/NOT CODED vids/037.MOV,230.580,59.94,"43.178580, -79.239173",Major Green Space,4, no,yes,037,Individual 1,Head Up,Vigilance,,STATE,3.403,4.151,0.748,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,3.414,3.414,NA,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 2,Away from Bait,,,STATE,3.637,5.887,2.250,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 2,Away from Bait,,,STATE,3.637,5.887,2.250,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 2,Away from Bait,,,STATE,3.637,5.887,2.250,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 2,Away from Bait,,,STATE,3.637,5.887,2.250,,
020 - FVM - 2 crows - No Bait,2022-06-25 06:20:00,,D:/Crow videos/020.MOV,87.790,59.94,"43.182620, -79.245815",Major Green Space,2, no, no,020,Individual 1,Head Up,Vigilance,,STATE,3.639,6.386,2.747,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 2,Head Up,Vigilance,,STATE,3.651,3.885,0.234,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,Individual 2,Peck at Food/Bait,Foraging,,POINT,3.652,3.652,NA,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 2,Head Up,Vigilance,,STATE,3.658,4.409,0.751,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 2,Moving,Vigilance,Flying,STATE,3.886,5.135,1.249,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 2,Aggression,,Towards conspecific,POINT,3.886,3.886,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 2,Aggression,,Towards conspecific,POINT,3.886,3.886,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 2,Aggression,,Towards conspecific,POINT,3.886,3.886,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 2,Aggression,,Towards conspecific,POINT,3.886,3.886,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Aggression,,Towards conspecific,POINT,3.887,3.887,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Aggression,,Towards conspecific,POINT,3.887,3.887,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Aggression,,Towards conspecific,POINT,3.887,3.887,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Aggression,,Towards conspecific,POINT,3.887,3.887,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,3.900,3.900,NA,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,Individual 2,Peck at Food/Bait,Foraging,,POINT,3.901,3.901,NA,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,Individual 1,Head Down,Vigilance,,STATE,3.902,4.649,0.747,,
038 - Landcaster Park - 3 crows - No Bait,2022-09-01 07:30:00,,H:/Crow videos/NOT CODED vids/038.MOV,236.390,59.94,"43.178470, -79.239195",Major Green Space,3, no,yes,038,Individual 1,Moving,Vigilance,Walking,STATE,3.902,6.139,2.237,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Head Down,Vigilance,,STATE,3.947,6.638,2.691,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Moving,Vigilance,Flying,STATE,4.137,5.638,1.501,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,4.151,4.151,NA,,
037 - Lancaster Park - 4 crows - No Bait,2022-08-27 08:23:00,,H:/Crow videos/NOT CODED vids/037.MOV,230.580,59.94,"43.178580, -79.239173",Major Green Space,4, no,yes,037,Individual 1,Moving,Vigilance,Walking,STATE,4.152,5.657,1.505,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,4.156,4.919,0.763,,
029 - FVM - 2 crows - Baited,2022-07-22 06:30:00,,D:/Crow videos/029.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,029,Individual 1,Peck at Food/Bait,Foraging,,POINT,4.387,4.387,NA,,
029 - FVM - 2 crows - Baited,2022-07-22 06:30:00,,D:/Crow videos/029.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,029,Individual 1,Head Down,Vigilance,,STATE,4.387,5.412,1.025,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,Individual 2,Peck at Food/Bait,Foraging,,POINT,4.400,4.400,NA,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 2,Head Down,Vigilance,,STATE,4.410,6.155,1.745,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,Individual 1,Head Up,Vigilance,,STATE,4.650,5.900,1.250,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Head Up,Vigilance,,STATE,4.659,5.653,0.994,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 2,Peck at Food/Bait,Foraging,,POINT,4.660,4.660,NA,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,Individual 2,Peck at Food/Bait,Foraging,,POINT,4.903,4.903,NA,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,No focal subject,Disturbance,,Vehicle,POINT,4.908,4.908,NA,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,No focal subject,Disturbance,,Vehicle,POINT,4.908,4.908,NA,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,No focal subject,Disturbance,,Vehicle,POINT,4.908,4.908,NA,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,No focal subject,Disturbance,,Vehicle,POINT,4.908,4.908,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,4.920,5.931,1.011,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 2,Head Up,Vigilance,,STATE,5.136,5.385,0.249,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 1,Head Up,Vigilance,,STATE,5.150,6.651,1.501,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 1,Away from Bait,,,STATE,5.150,7.153,2.003,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 1,Away from Bait,,,STATE,5.150,7.153,2.003,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 1,Away from Bait,,,STATE,5.150,7.153,2.003,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 1,Away from Bait,,,STATE,5.150,7.153,2.003,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 1,Moving,Vigilance,Walking,STATE,5.151,5.678,0.527,,
027 - FVM - 2 crows - Baited,2022-07-19 06:30:00,"Period of time when Individual 1 is perched, not foraging. (not coded)",D:/Crow videos/027.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes, no,027,Individual 1,Peck at Food/Bait,Foraging,,POINT,5.154,5.154,NA,,
027 - FVM - 2 crows - Baited,2022-07-19 06:30:00,"Period of time when Individual 1 is perched, not foraging. (not coded)",D:/Crow videos/027.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes, no,027,Individual 1,Head Down,Vigilance,,STATE,5.154,7.153,1.999,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,5.162,5.162,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 2,Moving,Vigilance,Walking,STATE,5.386,5.885,0.499,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Peck at Food/Bait,Foraging,,POINT,5.389,5.389,NA,,
031 - FVM - 2 crows - Baited,2022-07-26 06:37:00,,D:/Documents/Brock U - MSc/Thesis/Videos/031.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,031,Individual 1,Head Down,Vigilance,,STATE,5.400,6.399,0.999,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 2,Peck at Food/Bait,Foraging,,POINT,5.407,5.407,NA,,
029 - FVM - 2 crows - Baited,2022-07-22 06:30:00,,D:/Crow videos/029.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,029,Individual 1,Head Up,Vigilance,,STATE,5.413,7.143,1.730,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Head Up,Vigilance,,STATE,5.639,8.891,3.252,,
031 - FVM - 2 crows - Baited,2022-07-26 06:37:00,,D:/Documents/Brock U - MSc/Thesis/Videos/031.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,031,Individual 1,Peck at Food/Bait,Foraging,,POINT,5.650,5.650,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Head Down,Vigilance,,STATE,5.654,6.409,0.755,,
037 - Lancaster Park - 4 crows - No Bait,2022-08-27 08:23:00,,H:/Crow videos/NOT CODED vids/037.MOV,230.580,59.94,"43.178580, -79.239173",Major Green Space,4, no,yes,037,Individual 1,Head Up,Vigilance,,STATE,5.658,6.890,1.232,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 1,Head Up,Vigilance,,STATE,5.679,7.159,1.480,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 2,Head Down,Vigilance,,STATE,5.886,8.385,2.499,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,Individual 2,Head Up,Vigilance,,STATE,5.900,6.402,0.502,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 1,Peck at Food/Bait,Foraging,,POINT,5.900,5.900,NA,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,Individual 1,Head Down,Vigilance,,STATE,5.901,6.401,0.500,,
020 - FVM - 2 crows - No Bait,2022-06-25 06:20:00,,D:/Crow videos/020.MOV,87.790,59.94,"43.182620, -79.245815",Major Green Space,2, no, no,020,Individual 2,Moving,Vigilance,Walking,STATE,5.903,8.654,2.751,,
020 - FVM - 2 crows - No Bait,2022-06-25 06:20:00,,D:/Crow videos/020.MOV,87.790,59.94,"43.182620, -79.245815",Major Green Space,2, no, no,020,Individual 2,Away from Bait,,,STATE,5.903,14.904,9.001,,
020 - FVM - 2 crows - No Bait,2022-06-25 06:20:00,,D:/Crow videos/020.MOV,87.790,59.94,"43.182620, -79.245815",Major Green Space,2, no, no,020,Individual 2,Away from Bait,,,STATE,5.903,14.904,9.001,,
020 - FVM - 2 crows - No Bait,2022-06-25 06:20:00,,D:/Crow videos/020.MOV,87.790,59.94,"43.182620, -79.245815",Major Green Space,2, no, no,020,Individual 2,Away from Bait,,,STATE,5.903,14.904,9.001,,
020 - FVM - 2 crows - No Bait,2022-06-25 06:20:00,,D:/Crow videos/020.MOV,87.790,59.94,"43.182620, -79.245815",Major Green Space,2, no, no,020,Individual 2,Away from Bait,,,STATE,5.903,14.904,9.001,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,5.908,5.908,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,5.932,6.910,0.978,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Peck at Food/Bait,Foraging,,POINT,6.141,6.141,NA,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,Individual 1,Peck at Food/Bait,Foraging,,POINT,6.150,6.150,NA,,
024 - FVM - 2 crows - No Bait,2022-07-07 06:13:00,,D:/Crow videos/024.MOV,191.890,59.94,"43.182620, -79.245815",Major Green Space,2, no,yes,024,Individual 1,Moving,Vigilance,Walking,STATE,6.154,7.642,1.488,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 2,Head Up,Vigilance,,STATE,6.156,6.911,0.755,,
